Transaction_ID,Customer_ID,Store_ID,Transaction_Date,Transaction_Amount,Product_Category
899048,5993,76,2023-09-22 15:01:15.445896,171.15,Home & Kitchen
598145,7752,60,2023-08-25 15:15:27.565768,364.37,Grocery
297019,2510,45,2023-11-18 19:41:33.435734,45.21,Electronics
323923,1131,97,2023-12-31 06:42:38.345979,924.62,Electronics
738551,7496,100,2023-03-28 02:51:11.538164,311.72,Electronics
299811,7707,82,2023-05-11 00:36:23.891997,540.44,Clothing
306213,3535,59,2023-07-16 12:57:27.937813,242.17,Grocery
655921,3773,14,2023-06-30 03:57:19.986154,421.11,Home & Kitchen
379170,5161,41,2023-09-22 09:44:50.471360,301.39,Clothing
277943,9685,61,2023-08-27 08:34:58.222125,160.75,Grocery
335265,9924,76,2024-02-24 09:33:28.911222,116.96,Home & Kitchen
412433,6224,62,2023-10-28 13:56:19.659348,45.52,Home & Kitchen
547636,9709,55,2023-03-09 17:52:27.850232,210.09,Electronics
819334,8490,8,2023-03-21 10:39:25.454450,424.88,Clothing
577582,6352,47,2023-08-02 14:17:14.884484,172.64,Clothing
185488,6966,75,2023-05-10 14:20:06.022390,554.19,Grocery
627640,1268,61,2023-07-03 11:46:07.886624,877.7,Grocery
453581,6229,55,2023-04-04 03:46:18.043017,44.61,Clothing
395316,6980,14,2023-10-21 04:03:33.772727,923.36,Electronics
467630,9796,47,2023-11-27 20:18:59.559739,299.32,Clothing
974009,6652,45,2023-07-15 01:06:22.164471,216.96,Grocery
864455,3147,72,2023-12-10 20:38:08.793423,614.26,Home & Kitchen
609296,2065,94,2023-04-01 10:10:35.248650,353.11,Home & Kitchen
611191,6485,5,2023-08-04 16:11:49.495009,787.54,Clothing
634576,4552,9,2023-11-08 02:21:16.284551,447.64,Clothing
675513,1519,98,2024-01-23 18:08:21.806824,950.29,Home & Kitchen
981674,3307,86,2023-11-12 03:34:28.976829,802.13,Electronics
913194,1878,8,2024-01-12 07:30:20.668631,555.26,Home & Kitchen
422506,4560,55,2023-05-11 01:13:31.165510,970.57,Home & Kitchen
810784,9172,94,2023-05-28 12:16:34.376989,898.54,Grocery
779531,8008,10,2023-04-28 18:07:03.760241,639.8,Clothing
340925,9822,74,2023-09-19 11:07:51.783153,622.95,Electronics
923853,4879,3,2024-01-23 22:47:32.026455,235.55,Home & Kitchen
181405,1473,100,2023-12-08 08:57:30.858915,21.99,Clothing
507531,2210,47,2023-12-19 06:22:22.255772,384.3,Clothing
813320,4430,22,2024-01-10 16:41:13.325610,61.29,Electronics
138188,1806,85,2023-12-25 14:45:53.438268,377.44,Electronics
485709,2345,99,2023-08-09 00:55:32.592392,540.8,Electronics
189966,4261,13,2023-03-04 21:00:44.686479,278.39,Home & Kitchen
265850,6975,8,2023-10-22 22:26:45.615124,799.14,Home & Kitchen
601364,4983,72,2023-06-17 17:46:01.279129,832.96,Home & Kitchen
572595,8847,22,2023-08-04 01:39:38.689470,977.82,Electronics
616663,6191,88,2023-03-28 15:40:34.487868,954.47,Home & Kitchen
847236,2103,62,2023-10-01 05:44:12.094402,669.75,Clothing
710825,2450,45,2023-09-25 10:43:53.548850,717.18,Electronics
341043,8318,41,2024-02-20 08:44:32.502061,838.74,Grocery
781401,8947,93,2023-08-23 08:24:23.097124,422.14,Electronics
679735,4251,22,2023-10-27 08:54:15.685614,826.96,Grocery
902926,5020,8,2024-01-03 06:46:47.500513,66.0,Home & Kitchen
430139,3719,8,2023-03-08 15:33:25.162161,81.23,Home & Kitchen
496782,8456,98,2023-11-17 16:17:40.829734,158.66,Clothing
308580,8367,28,2023-09-01 00:00:42.536518,496.82,Electronics
499376,8417,2,2023-04-06 06:48:56.876589,375.61,Home & Kitchen
664323,3081,60,2023-08-28 04:10:55.109084,140.84,Electronics
147031,6484,41,2023-09-14 20:18:17.712681,840.42,Grocery
302669,2450,84,2023-11-28 04:39:20.745755,704.58,Home & Kitchen
877708,7850,75,2023-09-28 05:44:23.646312,363.82,Electronics
514249,6587,98,2024-01-15 12:48:10.229016,742.33,Home & Kitchen
720034,9755,76,2023-11-14 10:31:46.529220,34.55,Clothing
847607,3764,3,2023-12-14 02:42:18.076212,718.25,Clothing
981451,9252,64,2023-05-16 09:52:50.276880,567.73,Home & Kitchen
983207,7005,84,2023-09-20 14:30:44.636777,731.96,Home & Kitchen
320741,9341,100,2023-03-11 18:23:13.081095,938.05,Grocery
730107,4693,69,2024-02-17 04:39:58.856548,963.42,Clothing
136655,7612,61,2023-07-25 00:59:51.148696,113.77,Electronics
425884,7559,47,2023-12-18 04:31:24.824188,890.91,Grocery
603058,9963,69,2024-01-05 07:05:33.782107,859.71,Home & Kitchen
480117,4917,74,2023-02-26 19:18:36.537525,471.61,Grocery
812055,6485,47,2023-06-02 10:49:47.689261,899.7,Clothing
952745,8274,47,2023-10-06 16:46:25.822788,702.68,Home & Kitchen
141318,9259,76,2024-01-17 00:32:39.520922,662.65,Grocery
862978,5236,86,2024-01-04 19:52:26.927272,427.3,Grocery
797528,2095,64,2023-04-13 03:11:30.255079,71.29,Clothing
678503,8025,14,2023-07-14 16:06:05.845935,434.84,Electronics
633133,8674,59,2023-06-29 12:15:54.002231,890.6,Clothing
956142,9830,61,2023-07-06 15:03:54.613192,402.63,Clothing
527806,5278,74,2023-08-09 20:30:33.181622,304.13,Clothing
164495,1899,60,2023-11-26 08:26:08.228065,637.44,Home & Kitchen
560367,2005,41,2023-11-03 08:18:10.818102,544.17,Home & Kitchen
776701,9445,88,2024-02-15 16:28:03.093947,326.83,Clothing
567632,1120,13,2023-05-30 22:01:00.507232,127.98,Clothing
945618,9232,76,2024-01-18 17:13:09.948524,922.4,Home & Kitchen
270149,7785,91,2024-02-07 12:16:12.203938,364.88,Home & Kitchen
891365,9157,3,2024-01-02 16:20:47.542086,457.24,Home & Kitchen
604701,8884,94,2023-03-20 16:02:14.722562,201.71,Home & Kitchen
776205,3996,59,2023-10-21 10:10:31.725957,715.76,Electronics
108187,6023,8,2023-12-16 12:48:15.329294,793.74,Electronics
310494,8881,74,2023-03-26 15:15:06.249353,95.53,Clothing
312418,5650,71,2023-05-10 12:43:24.691108,212.94,Clothing
352374,6484,28,2023-11-26 21:21:25.420889,259.14,Home & Kitchen
795117,9590,85,2023-08-13 09:42:30.934093,874.09,Grocery
835961,7708,71,2023-07-01 12:20:42.034806,778.68,Electronics
754985,7239,8,2023-09-07 20:50:21.853268,163.54,Electronics
780991,2028,86,2023-10-23 11:50:29.397728,657.43,Home & Kitchen
351478,9822,72,2023-10-27 06:02:56.587867,166.69,Home & Kitchen
955864,8101,94,2023-05-01 22:40:56.977575,890.71,Clothing
176536,3764,41,2023-05-06 16:22:38.816299,638.33,Electronics
319820,5560,47,2023-06-09 16:39:01.165849,300.74,Clothing
740787,4622,84,2023-05-18 06:21:39.714808,476.31,Grocery
190331,7216,55,2023-12-01 09:12:34.985514,685.7,Electronics
655485,7745,47,2023-12-21 10:53:06.916578,761.35,Grocery
850518,2012,69,2023-08-25 13:13:05.435806,342.67,Home & Kitchen
967245,4207,10,2023-05-02 10:03:06.072767,280.71,Grocery
995211,3583,80,2023-09-18 19:45:36.910385,622.2,Home & Kitchen
393388,6483,62,2023-09-26 03:49:05.456642,409.78,Electronics
452386,5497,60,2023-07-24 00:23:48.435230,189.05,Electronics
316423,5953,9,2024-01-12 02:11:22.991585,415.04,Home & Kitchen
175690,3764,41,2023-09-12 04:00:14.192494,66.13,Electronics
563003,5963,69,2023-09-15 11:47:07.805939,488.87,Home & Kitchen
399295,6532,91,2023-10-29 17:00:02.671676,721.96,Home & Kitchen
377180,6675,71,2023-04-28 16:10:58.230677,603.83,Clothing
749962,8111,88,2024-01-13 13:38:21.871348,60.19,Electronics
842072,5951,5,2023-03-30 05:38:14.047355,720.89,Grocery
347639,2146,59,2023-03-02 12:29:18.703131,35.57,Electronics
755877,1102,9,2023-11-11 01:08:57.763494,409.66,Clothing
103382,8806,72,2024-02-13 00:07:36.921261,46.4,Grocery
836527,6902,76,2023-12-18 09:59:45.161453,455.3,Clothing
940647,6990,69,2023-07-12 09:50:57.085022,785.86,Home & Kitchen
534968,3227,10,2023-11-29 09:19:07.694912,591.33,Clothing
393037,4182,45,2024-01-08 01:41:25.554275,714.5,Grocery
736749,4693,44,2023-05-29 05:52:05.336936,657.72,Electronics
937453,5311,75,2024-01-17 21:08:26.145427,151.48,Electronics
800691,6387,59,2023-06-22 20:30:07.189935,625.93,Clothing
192163,5162,80,2024-01-18 20:51:59.021908,208.65,Clothing
194887,2090,13,2023-03-16 21:14:00.195970,74.98,Electronics
927963,7307,88,2023-11-16 10:46:01.199355,173.76,Home & Kitchen
867246,5982,85,2023-07-28 07:42:51.301593,680.27,Home & Kitchen
747634,9281,45,2024-01-29 19:00:07.507360,651.78,Grocery
932419,1131,19,2023-08-28 15:48:49.533183,117.74,Grocery
277624,6483,29,2023-05-17 01:30:21.663501,381.16,Clothing
154078,9245,98,2023-12-29 11:12:12.554367,269.12,Grocery
296516,3598,71,2023-07-16 13:19:18.764454,433.71,Grocery
444301,6966,64,2023-06-07 13:24:20.579020,341.91,Home & Kitchen
586125,7466,19,2023-12-06 15:53:24.117978,116.27,Clothing
713919,9157,91,2023-10-02 16:34:57.083615,692.96,Home & Kitchen
413018,3807,21,2023-07-16 03:15:17.009598,426.99,Electronics
351296,6484,44,2023-11-25 04:49:05.587388,813.45,Home & Kitchen
241774,2195,88,2023-03-14 02:13:56.016625,683.65,Electronics
443819,4871,97,2023-09-20 03:10:18.837537,478.31,Electronics
167073,9660,97,2023-07-07 23:39:36.065785,241.55,Clothing
354673,8702,55,2023-05-13 17:37:11.484459,152.79,Home & Kitchen
906616,4726,76,2024-01-30 20:23:15.661771,172.42,Electronics
925282,6342,14,2023-09-10 16:03:56.208861,15.52,Clothing
259834,3650,45,2023-04-02 07:56:15.231329,536.88,Grocery
174945,6076,69,2023-11-16 00:02:57.805588,426.35,Clothing
227353,8881,8,2023-09-15 23:39:52.412061,416.15,Clothing
479155,6893,76,2023-09-21 09:12:10.933218,853.19,Grocery
301674,7071,41,2023-12-08 00:04:23.750674,675.24,Grocery
456456,8847,98,2023-07-11 18:57:25.689473,251.48,Grocery
669838,2593,19,2023-08-19 12:56:23.242447,905.37,Clothing
379446,9401,84,2023-03-27 05:37:50.090659,26.45,Home & Kitchen
423624,6104,59,2023-06-06 06:19:15.062458,576.43,Grocery
631154,8736,47,2023-12-11 16:24:04.530876,754.47,Electronics
730155,7470,22,2023-12-15 23:46:59.086835,510.76,Grocery
869296,8730,5,2024-01-19 08:50:08.703323,419.37,Clothing
848647,6677,98,2023-11-16 21:37:20.002934,206.21,Grocery
194764,4879,2,2023-11-03 16:19:52.088049,615.3,Electronics
236667,9766,28,2023-08-06 10:28:53.952088,701.28,Grocery
610400,9131,43,2023-04-12 08:21:45.973308,39.55,Clothing
882906,4330,84,2023-07-05 21:00:29.207124,62.72,Electronics
284649,6026,60,2023-09-11 01:05:52.187930,565.65,Home & Kitchen
452308,7207,47,2024-01-17 19:24:08.608813,212.52,Grocery
792954,1155,28,2023-06-04 07:25:30.281628,355.23,Electronics
210058,3603,88,2023-03-18 18:16:24.654802,611.35,Clothing
226328,2005,72,2023-05-26 17:13:29.208531,856.11,Grocery
240892,2095,14,2023-08-07 15:35:13.588418,320.77,Clothing
164862,5161,41,2023-09-04 09:43:49.168135,701.56,Grocery
312191,8880,100,2023-10-16 19:34:56.771494,790.37,Home & Kitchen
498387,1155,44,2023-10-28 11:11:13.776261,560.39,Home & Kitchen
966648,2010,76,2023-03-11 19:20:11.391818,69.23,Electronics
992733,8164,19,2024-01-22 22:50:00.425211,212.22,Grocery
571271,1528,99,2023-03-07 05:35:09.633939,193.09,Clothing
141263,5458,44,2023-09-28 10:35:35.140031,101.73,Electronics
830462,9938,85,2023-07-17 21:36:54.203979,689.82,Home & Kitchen
284021,4789,47,2023-06-14 11:58:27.427867,29.08,Home & Kitchen
786369,5643,72,2023-08-24 20:31:01.498196,650.7,Electronics
437971,1818,60,2023-09-01 08:50:44.245687,376.57,Grocery
799229,2103,74,2023-07-20 21:49:16.280990,570.45,Clothing
709575,5790,19,2023-08-29 00:41:48.421724,433.16,Home & Kitchen
920578,8271,10,2023-12-17 09:27:04.064288,374.57,Home & Kitchen
165534,7890,3,2024-01-03 04:19:22.596556,513.06,Grocery
105897,1878,60,2023-04-01 08:28:54.505288,459.67,Electronics
199166,9934,22,2023-05-12 06:35:51.141478,333.62,Grocery
299630,7193,8,2023-10-12 18:19:27.513832,352.25,Home & Kitchen
728756,2187,100,2023-07-18 17:37:58.441015,707.72,Home & Kitchen
386010,9343,76,2023-05-24 20:29:15.834097,362.02,Home & Kitchen
898447,3014,55,2023-11-07 04:01:27.900237,341.59,Grocery
253933,8402,21,2024-01-10 01:36:15.661409,162.54,Clothing
913443,9187,19,2023-06-23 21:12:03.651177,920.87,Home & Kitchen
633271,3541,45,2023-11-17 17:56:09.349215,16.87,Electronics
769263,6581,75,2023-09-24 08:41:49.849629,605.62,Electronics
468170,6068,59,2023-06-20 12:12:32.253868,165.93,Home & Kitchen
890901,1704,55,2023-03-26 09:23:58.149793,405.94,Clothing
325506,8074,22,2023-04-12 15:55:46.471050,518.76,Electronics
893295,2542,97,2024-01-27 02:16:12.991676,210.98,Home & Kitchen
257366,8717,45,2023-03-22 07:42:06.341005,555.47,Home & Kitchen
786125,5105,86,2023-07-18 21:33:02.575376,168.43,Clothing
334873,6926,13,2023-06-30 05:04:09.446235,597.73,Grocery
332582,1705,13,2024-01-20 08:30:14.129954,882.44,Clothing
821777,9249,60,2024-02-11 12:39:21.786032,684.22,Clothing
286747,3764,2,2024-01-14 17:43:48.476372,622.26,Electronics
439731,5009,75,2023-06-10 06:01:25.052577,99.01,Home & Kitchen
626705,6349,19,2023-12-07 17:36:02.271618,307.48,Home & Kitchen
831558,2958,13,2023-02-27 15:50:51.066814,877.09,Home & Kitchen
273936,6023,61,2023-06-10 06:40:19.013611,309.18,Home & Kitchen
627593,4760,45,2024-02-01 00:51:36.517679,379.87,Clothing
786467,9016,60,2023-12-07 08:20:47.714392,471.04,Electronics
406521,1970,64,2023-06-02 14:47:44.287291,430.32,Clothing
710133,6310,94,2024-01-29 02:51:37.279425,353.06,Electronics
723558,6229,6,2023-05-30 09:15:13.410970,718.41,Electronics
399257,2533,97,2023-05-19 09:28:40.296404,505.12,Electronics
612488,6885,71,2023-12-23 04:02:33.498649,608.3,Electronics
339114,3071,10,2023-03-25 22:30:30.677378,217.59,Grocery
826256,5265,47,2024-01-24 00:15:30.614515,70.09,Grocery
995197,6202,98,2023-07-12 19:30:31.559215,54.7,Clothing
475422,2102,45,2023-06-13 02:59:33.247106,465.41,Electronics
456316,8316,22,2023-07-31 21:48:06.983325,478.3,Grocery
374989,2467,72,2023-08-31 06:28:26.127974,598.31,Home & Kitchen
814491,3776,55,2023-07-18 04:49:31.181487,269.91,Electronics
859965,7854,62,2023-09-18 14:50:22.700738,280.74,Home & Kitchen
216539,8148,45,2023-11-14 12:33:18.164105,437.35,Grocery
332334,5084,41,2023-07-27 07:19:03.294309,83.01,Electronics
229433,7680,76,2023-04-07 00:23:59.532784,497.91,Electronics
985058,5693,22,2023-10-13 15:25:25.197722,170.43,Grocery
690072,1114,80,2023-10-26 00:26:42.078601,748.97,Home & Kitchen
757060,6352,60,2024-02-06 12:30:59.747952,317.31,Electronics
726382,4095,76,2023-03-15 19:09:10.677551,269.61,Home & Kitchen
625109,6581,99,2023-05-04 22:55:11.156527,478.16,Home & Kitchen
673041,5265,41,2023-10-24 02:34:50.162824,16.45,Clothing
724973,8179,2,2023-12-18 11:21:51.159225,446.29,Home & Kitchen
903531,6279,61,2023-11-20 05:29:35.480950,946.32,Clothing
370530,4848,86,2023-07-22 04:38:50.238100,211.64,Clothing
835039,3227,88,2024-02-15 04:18:25.435254,994.4,Electronics
979465,7915,98,2023-07-23 16:44:21.262098,520.86,Home & Kitchen
618254,7109,21,2023-06-23 14:36:47.390486,442.06,Grocery
944324,2095,69,2024-02-09 07:54:40.665899,582.71,Clothing
545843,9684,76,2023-03-14 22:25:06.825002,579.35,Grocery
179348,4560,99,2023-04-08 04:02:57.968836,579.09,Electronics
509790,3876,29,2023-09-14 05:24:19.540804,405.99,Electronics
852753,4261,28,2024-01-14 05:50:30.107381,600.31,Clothing
887681,2103,100,2023-12-16 05:03:54.281431,776.97,Electronics
412636,2650,74,2023-03-12 18:28:23.449037,958.46,Electronics
772837,7041,99,2024-01-18 01:14:20.650590,362.59,Home & Kitchen
972027,1070,41,2023-03-07 14:14:50.858431,269.65,Home & Kitchen
709116,9005,61,2023-06-18 23:20:55.897903,825.97,Grocery
276354,8074,45,2023-09-07 16:31:03.257227,207.37,Clothing
533923,5477,59,2023-06-24 22:58:12.147202,94.96,Electronics
796167,9912,86,2023-09-26 19:45:51.795546,684.7,Home & Kitchen
296326,3734,91,2023-12-30 19:03:12.279643,364.36,Clothing
230361,8504,6,2023-10-29 03:53:29.246468,324.08,Home & Kitchen
150303,7460,45,2023-06-29 06:59:57.803561,243.2,Clothing
302048,1025,86,2023-07-29 12:50:21.550236,271.48,Home & Kitchen
952933,3917,19,2023-04-02 12:29:42.719971,73.85,Grocery
405794,6263,75,2023-03-22 17:11:03.962678,341.59,Home & Kitchen
916803,6191,80,2023-03-16 18:51:29.713660,66.92,Electronics
788860,6079,60,2023-04-19 20:30:34.684698,726.98,Grocery
800027,7221,97,2023-11-21 01:04:00.260118,17.0,Grocery
906261,3650,99,2023-12-22 02:35:53.485581,444.32,Electronics
415773,6748,93,2023-05-14 22:48:52.950552,962.9,Clothing
187412,1952,97,2023-07-08 10:52:41.249151,346.9,Electronics
271504,2857,45,2023-10-04 11:01:48.332998,45.43,Grocery
405577,7854,93,2023-09-11 00:22:45.038998,804.41,Grocery
832729,4968,80,2023-09-22 15:10:01.560751,665.68,Electronics
155249,2611,29,2024-01-14 23:39:34.305500,694.95,Electronics
237555,5790,41,2023-07-16 21:29:52.978963,604.25,Home & Kitchen
650888,4687,13,2023-06-09 00:45:23.055878,968.08,Electronics
170061,6261,3,2023-05-08 15:32:49.567069,982.28,Home & Kitchen
362015,6837,2,2023-10-02 05:54:51.846785,733.59,Electronics
611832,8949,86,2023-09-15 23:11:35.472605,109.08,Clothing
563416,1151,91,2023-04-20 00:14:15.632347,494.28,Clothing
486779,7005,61,2023-07-28 10:20:33.068460,687.67,Electronics
277874,8074,44,2023-12-10 23:11:55.319124,281.09,Grocery
252115,8717,6,2023-04-23 03:43:38.839369,239.8,Home & Kitchen
567483,6654,44,2023-02-28 11:11:21.884519,166.9,Grocery
318126,8625,60,2023-07-30 17:25:10.776587,848.62,Clothing
497775,7930,22,2023-12-16 06:56:22.957489,214.99,Clothing
896295,2502,3,2023-12-02 09:02:00.796145,565.21,Electronics
919696,8985,9,2023-10-11 07:56:10.594220,262.94,Grocery
625251,7221,44,2023-03-24 13:22:24.252419,467.06,Home & Kitchen
143228,9969,21,2024-01-27 16:11:12.844874,810.93,Grocery
345132,9559,19,2023-06-28 04:48:06.135460,902.17,Electronics
972704,9800,60,2023-10-05 03:40:30.092355,406.33,Electronics
222882,8444,91,2023-05-03 16:44:11.152165,925.76,Electronics
789075,9527,76,2023-05-10 23:41:36.334122,19.03,Clothing
469945,1752,44,2023-07-22 10:16:45.201771,120.12,Electronics
606382,6851,6,2023-11-11 12:47:37.762219,831.27,Electronics
205206,6207,29,2023-03-11 09:01:33.109825,20.9,Grocery
379131,7460,22,2023-06-14 04:28:15.310626,693.96,Electronics
731057,8625,13,2023-07-13 02:53:49.639438,519.51,Clothing
588321,1841,64,2023-08-16 15:50:40.140464,40.35,Electronics
120850,3535,9,2023-03-22 16:53:39.406691,166.46,Clothing
456572,7255,47,2023-11-30 09:26:09.848372,543.27,Clothing
808742,5278,55,2023-05-06 15:37:49.284053,82.43,Electronics
702459,8387,41,2023-07-19 07:33:44.105913,262.88,Grocery
544688,8659,69,2024-02-22 13:48:39.522855,931.72,Electronics
631462,2256,19,2023-09-21 17:46:21.363770,401.92,Electronics
120607,3654,14,2024-02-04 14:48:57.488098,655.33,Grocery
690919,5185,22,2023-05-14 07:44:00.449256,171.9,Electronics
175760,6394,22,2023-09-05 23:07:25.686397,629.34,Clothing
305219,4422,47,2023-05-14 02:11:02.292535,340.71,Electronics
302404,4490,88,2023-06-16 08:18:40.591566,707.74,Grocery
472711,8321,97,2023-12-05 21:41:06.255133,933.94,Home & Kitchen
145881,4882,14,2023-11-25 00:34:40.096795,97.56,Grocery
473712,3267,59,2023-09-21 16:48:44.491501,223.63,Electronics
701677,9938,74,2023-04-03 02:29:57.415286,904.03,Grocery
296699,6486,44,2023-07-10 01:41:11.555933,841.6,Home & Kitchen
314668,6856,47,2023-05-08 21:52:44.086863,914.43,Electronics
234097,7764,86,2023-11-10 23:04:26.156018,779.98,Electronics
804114,2223,14,2023-08-20 18:00:27.011001,646.36,Electronics
874925,2912,45,2024-01-04 17:30:04.191673,709.32,Clothing
762560,6714,5,2023-12-08 19:25:26.245873,656.84,Home & Kitchen
131066,7084,74,2024-01-22 19:31:38.007482,251.3,Clothing
967229,3438,93,2024-02-11 10:20:26.383458,350.23,Home & Kitchen
200325,7060,86,2023-07-17 21:18:39.648495,282.24,Clothing
303146,7915,41,2023-03-30 10:32:35.887800,536.91,Home & Kitchen
228554,2514,55,2023-03-02 10:25:01.874519,159.09,Electronics
221782,9147,61,2023-08-02 14:08:12.428785,434.38,Home & Kitchen
711486,9963,62,2024-01-04 22:07:57.545566,433.56,Clothing
256521,8417,41,2023-06-23 13:43:04.563605,274.59,Electronics
506517,5374,82,2024-02-20 00:54:15.255721,104.12,Home & Kitchen
103434,7209,44,2023-04-04 17:29:06.930707,917.84,Electronics
450653,1553,13,2023-07-26 14:23:26.365902,747.79,Electronics
516303,4058,55,2023-09-14 11:28:57.398409,961.2,Grocery
875122,2947,21,2023-03-13 00:06:52.469173,821.22,Grocery
557018,7751,84,2023-10-01 11:55:45.315598,519.36,Clothing
279793,9202,98,2023-12-21 07:16:37.881989,728.95,Electronics
555402,4251,2,2023-08-02 05:04:38.073933,812.24,Electronics
878783,9249,88,2023-04-29 08:37:23.119571,550.56,Clothing
278708,6387,3,2023-02-28 08:11:32.440338,695.3,Grocery
544918,3598,45,2024-02-23 18:34:38.443949,708.43,Electronics
618189,9609,10,2024-01-06 19:36:53.915102,775.33,Grocery
556881,5249,55,2023-07-12 05:51:51.460238,188.25,Electronics
780440,7583,45,2024-01-28 05:45:17.435955,134.28,Grocery
298076,1250,8,2023-03-24 05:58:44.569349,423.72,Clothing
565093,7260,44,2023-06-27 12:21:20.799123,636.17,Home & Kitchen
138269,2190,43,2023-11-16 01:13:13.711456,19.71,Clothing
664165,3636,98,2024-01-06 10:52:57.676977,581.14,Home & Kitchen
346632,2973,80,2023-10-30 06:23:21.984576,901.85,Home & Kitchen
497102,7460,76,2023-08-04 04:27:23.235890,621.92,Clothing
770483,4540,93,2024-01-10 20:38:40.869103,985.8,Electronics
155306,7221,94,2023-10-24 22:51:04.474022,114.76,Grocery
385801,3454,19,2023-05-23 23:25:00.858540,616.86,Clothing
967670,2927,71,2023-11-27 22:46:45.282737,715.25,Home & Kitchen
885258,9162,6,2023-06-18 16:34:49.550933,929.96,Home & Kitchen
920634,6079,55,2023-05-16 08:57:46.368119,340.03,Clothing
498961,8920,55,2023-07-22 16:36:32.475026,967.95,Clothing
539364,2889,43,2023-10-20 10:50:23.380619,732.13,Electronics
419541,6729,8,2023-08-23 23:17:22.109307,739.16,Electronics
340713,8880,71,2023-09-19 08:54:13.399207,165.05,Electronics
657439,3714,3,2023-12-25 00:43:29.513310,21.68,Clothing
374543,6421,61,2023-12-10 23:55:45.500186,409.79,Grocery
225497,6421,3,2023-03-13 07:12:14.593930,720.24,Clothing
989266,4770,91,2023-03-19 07:03:59.291094,209.38,Clothing
233357,8968,14,2023-03-07 00:52:14.827951,885.92,Grocery
244308,9924,55,2024-02-03 06:28:20.524009,208.62,Home & Kitchen
724927,4673,64,2023-11-27 05:08:26.654567,585.65,Home & Kitchen
640284,9913,3,2023-10-02 03:24:39.930220,424.94,Home & Kitchen
300633,2434,62,2023-10-21 00:08:14.672713,875.41,Electronics
145059,1705,55,2023-08-30 02:32:34.029497,863.73,Electronics
547101,7666,8,2023-11-26 19:48:37.211532,123.38,Clothing
770606,3312,76,2023-10-04 07:22:53.690516,357.16,Electronics
326630,7797,60,2023-05-22 05:01:37.876416,783.14,Home & Kitchen
666284,2385,19,2024-01-18 19:21:00.591337,75.9,Grocery
191989,9711,75,2024-01-06 13:08:50.173532,675.36,Electronics
642628,8674,22,2023-04-01 10:54:17.280664,519.87,Clothing
633632,2467,64,2024-01-01 19:13:17.403908,784.97,Home & Kitchen
728415,4752,72,2023-09-22 01:22:07.822582,807.15,Electronics
212945,7265,60,2024-02-10 08:30:20.816366,347.65,Grocery
658688,7255,84,2023-05-06 17:51:47.278435,577.49,Electronics
208038,1517,72,2023-09-21 04:11:27.669107,116.23,Grocery
857731,8316,41,2023-10-18 07:49:50.124956,22.11,Electronics
794763,8806,55,2023-03-11 07:19:44.219000,502.62,Home & Kitchen
626022,6350,74,2023-07-10 07:26:18.009203,694.07,Grocery
372395,4163,14,2023-03-17 21:17:00.382809,834.78,Grocery
234164,9539,62,2023-06-04 15:30:45.994950,584.15,Electronics
369902,8111,62,2023-08-16 08:27:20.258499,322.78,Home & Kitchen
571957,6902,21,2023-11-07 13:22:10.154326,481.13,Electronics
926205,7930,64,2024-02-10 03:32:38.100552,935.41,Grocery
537107,8250,13,2023-05-02 21:39:18.085103,892.39,Home & Kitchen
478003,9169,28,2023-03-29 21:17:11.426427,782.71,Electronics
377364,3639,14,2023-11-01 13:07:33.549392,591.03,Clothing
570830,3438,29,2023-05-29 20:16:05.445236,676.5,Electronics
987483,2833,29,2023-03-24 05:04:05.085781,183.93,Grocery
369691,5378,98,2023-10-17 02:54:18.799953,871.97,Clothing
831730,8663,47,2023-05-02 01:03:19.918346,638.65,Clothing
228261,9898,45,2023-05-21 13:24:50.458053,563.14,Electronics
564909,6202,5,2023-10-28 03:37:18.160246,423.32,Electronics
246309,8674,69,2023-09-15 13:23:01.804129,588.46,Home & Kitchen
779481,3671,71,2023-04-12 11:56:44.461518,946.45,Clothing
679073,1843,45,2023-09-07 13:14:16.993876,781.01,Grocery
350764,5734,19,2023-10-11 19:57:07.481128,540.52,Grocery
207855,5781,76,2024-01-28 04:11:46.526620,846.79,Clothing
888051,9217,19,2024-01-18 13:55:29.557843,57.88,Electronics
149730,3719,97,2023-09-22 12:53:43.206517,149.79,Home & Kitchen
172547,4454,85,2024-02-15 12:40:59.978644,343.41,Clothing
743650,9169,22,2023-06-09 01:49:38.400204,978.49,Home & Kitchen
370046,8111,76,2023-08-28 00:32:29.925234,261.68,Home & Kitchen
781314,1040,74,2023-04-27 21:12:44.340863,103.82,Electronics
282198,2345,64,2023-03-21 11:15:19.020052,863.22,Grocery
704698,8445,93,2024-02-05 13:18:34.650748,498.8,Home & Kitchen
345677,8257,29,2023-03-03 02:39:40.733672,753.67,Home & Kitchen
255187,3764,74,2023-12-22 14:23:34.827058,962.07,Electronics
651514,2869,41,2023-04-06 13:04:08.990140,433.5,Clothing
573579,2434,76,2023-11-05 13:31:25.763249,30.67,Electronics
325170,5161,80,2023-07-08 05:21:33.716597,158.0,Home & Kitchen
415714,6050,85,2024-01-28 06:14:20.229127,530.88,Clothing
180052,8881,99,2024-01-07 14:10:46.668172,434.81,Electronics
107541,8399,55,2023-03-20 22:15:12.354545,414.94,Clothing
227905,1352,2,2023-03-31 00:03:57.760836,119.62,Clothing
